timestamp,query,mode,stage,latency_ms,input_tokens,output_tokens,provider,routing
2026-08-31T11:30:29.390119+00:00,classification homo sapiens within the order primates:,mains,gen,14407.63,6956,579,gemini,n/a
2026-08-31T11:33:30.379607+00:00,classification homo sapiens within the order primates: . give only the orders,prelims,gen,19911.78,5511,257,gemini,n/a
2026-08-31T11:36:14.269656+00:00,"hi hello , what are you doing?",prelims,gen,6287.1,3701,32,gemini,n/a
2026-08-31T11:39:31.453823+00:00,give only the orders .,prelims,gen,9485.5,4841,52,gemini,n/a
2026-08-31T11:43:27.449480+00:00,"who is this ""Prof. Anup Kumar Kapoor                                          De",prelims,gen,13692.18,2006,73,gemini,n/a
2026-08-31T11:45:57.237757+00:00,"give the full summary of ""The Dispersion of Modern Humans-Molecular and Morpholo",mains,gen,21436.76,6766,662,gemini,n/a
2026-08-31T11:51:13.813483+00:00,what are the models you are using ?,mains,gen,15217.67,5868,722,gemini,n/a
2026-09-01T04:39:11.268157+00:00,Differentiate between Fundamental Rights and Directive Principles in 150 words,mains,gen,2273.43,608,326,groq,n/a
2026-09-01T04:39:20.282152+00:00,Differentiate between Fundamental Rights and Directive Principles in 150 words,mains,gen,2422.41,608,289,groq,n/a
2026-09-01T04:39:22.470644+00:00,Briefly summarize the relationship between FRs and DPSPs,mains,gen,2186.73,557,212,groq,n/a
2026-09-01T04:39:25.189058+00:00,Explain the significance of the Minerva Mills case balance,mains,gen,2717.44,558,265,groq,n/a
2026-09-01T04:48:26.870507+00:00,Differentiate between Fundamental Rights and Directive Principles of State Polic,mains,gen,2616.68,501,359,groq,n/a
2026-09-01T04:48:29.211706+00:00,Briefly summarize the Minerva Mills case and its impact,mains,gen,2300.81,461,236,groq,n/a
2026-09-01T04:48:31.271251+00:00,Explain the basic structure doctrine as it relates to FRs and DPSPs,mains,gen,2058.16,467,294,groq,n/a
2026-09-01T04:54:27.651775+00:00,Differentiate between Fundamental Rights and Directive Principles of State Polic,mains,gen,12648.14,477,285,gemini,n/a
2026-09-01T04:54:59.015806+00:00,Briefly summarize the Minerva Mills judgment and its constitutional impact,mains,gen,31151.62,438,238,gemini,n/a
2026-09-01T04:55:02.069006+00:00,Explain the basic structure doctrine,mains,gen,2762.96,431,284,groq,n/a
2026-09-01T05:00:21.858750+00:00,Explain in detail about Salt Satyagraha?,mains,gen,4290.05,6149,816,groq,n/a
2026-09-01T05:01:48.202268+00:00,Non-Cooperation Movement in detail?,mains,gen,5598.1,5686,804,groq,n/a
2026-09-01T05:03:01.220292+00:00,Explain Salt satyagraha?,mains,gen,2797.91,6121,336,groq,n/a
2026-09-01T05:05:08.938665+00:00,Anthropology is the scientific study of?,prelims,gen,1937.43,5260,54,groq,n/a
2026-09-01T05:06:14.401174+00:00,What are the branches of Anthropology?,prelims,gen,1724.2,4529,42,groq,n/a
2026-09-01T05:06:54.434082+00:00,"Which field ofAnthropology concentrates on human evolution, adaptation and varia",prelims,gen,1436.85,4420,32,groq,n/a
2026-09-01T05:07:15.767847+00:00,The term 'Social Anthropology' is popular in?,prelims,gen,1466.39,4446,55,groq,n/a
2026-09-01T05:08:05.480511+00:00,Who is considered as father Of Physical Anthropology?,prelims,gen,1825.41,2817,20,groq,n/a
2026-09-01T05:09:03.865984+00:00,"The German tradition, led by ?",prelims,gen,2397.48,3193,21,groq,n/a
2026-09-01T05:10:18.597098+00:00,Who applied Darvinism to stress the origins of human in Man's Place in Nature (1,prelims,gen,2100.48,3162,31,groq,n/a
2026-09-01T05:11:49.059201+00:00,Who proposed a controversial idea that as the descendants Of Adam became lighter,prelims,gen,1947.94,3386,18,groq,n/a
2026-09-01T05:12:22.597903+00:00,Kinanthropometry refers to,prelims,gen,2680.64,3325,99,groq,n/a
2026-09-01T05:12:47.738346+00:00,Who coined the term 'New Physical Anthropology',prelims,gen,2413.39,2900,19,groq,n/a
2026-09-01T05:13:37.385277+00:00,Personal identification and reconstruction of evidences comes under the subject ,prelims,gen,2928.11,3348,21,groq,n/a
2026-09-01T05:14:27.093978+00:00,What is Anthropometry? Explain the importance of anthropometric indices in healt,mains,gen,4639.89,5046,396,groq,n/a
2026-09-01T05:15:01.748473+00:00,How does biological anthropology play an important role in family risk assessmen,mains,gen,3800.22,5136,313,groq,n/a
2026-09-01T05:15:51.661374+00:00,Give one example of Lamarck's theory.,mains,gen,1976.21,6140,109,groq,n/a
2026-09-01T05:16:41.471031+00:00,Write a note on Synthetic theory.,mains,gen,24257.33,6356,504,gemini,n/a
2026-09-01T05:17:30.446904+00:00,Acclimatisation means:,prelims,gen,2226.93,4154,127,groq,n/a
2026-09-01T05:18:16.595364+00:00,Concept of gene?,prelims,gen,18962.76,4258,297,gemini,n/a
2026-09-01T05:19:10.036317+00:00,Structure Of DNA?,mains,gen,18687.99,6348,500,gemini,n/a
2026-09-01T05:20:25.593138+00:00,What are the major stages of human growth? Explain any two stages.,mains,gen,15233.68,6098,31,gemini,n/a
2026-09-01T05:21:17.883356+00:00,"During the late 20th and early 21st century, many important tools that physical ",mains,gen,27067.39,6906,450,gemini,n/a
2026-09-01T05:22:14.864755+00:00,What are the major stages of human growth?,mains,gen,18831.88,6028,31,gemini,n/a
2026-09-01T05:24:48.510052+00:00,Childhood means?,mains,gen,23387.54,6848,518,gemini,n/a
2026-09-01T05:26:06.824916+00:00,What are the stages of human growth?,mains,gen,22063.76,6082,31,gemini,n/a
2026-09-01T05:27:13.728186+00:00,Human Growth and Development?,mains,gen,27840.71,5734,536,gemini,n/a
2026-09-01T05:28:49.860036+00:00,How many stages of human growth can be divided into according to age?,mains,gen,25238.54,7099,31,gemini,n/a
2026-09-01T05:28:54.479550+00:00,What are the major stages of human growth?,mains,gen,32547.86,3053,327,gemini,n/a
2026-09-01T05:31:49.099825+00:00,What are the major stages of human growth?,mains,gen,30923.7,3078,410,gemini,n/a
2026-09-01T05:34:18.603234+00:00,How many stages of human growth can be divided into according to age?,prelims,gen,18294.09,4099,32,gemini,n/a
2026-09-01T05:35:10.461029+00:00,What are the stages of human growth?,prelims,gen,25946.74,4225,342,gemini,n/a
2026-09-01T05:36:20.683107+00:00,list only the stages,prelims,gen,20575.97,4055,180,gemini,n/a
2026-09-01T05:39:27.465715+00:00,Who is the author of Systema Naturae?,prelims,gen,15734.96,3607,28,gemini,n/a
2026-09-01T05:40:20.159722+00:00,Hoe many stages of Human Growth?,prelims,gen,18968.8,3707,163,gemini,n/a
2026-09-01T09:13:00.593267+00:00,What is Somatoscopy?,prelims,gen,1809.87,3197,76,groq,n/a
2026-09-01T09:14:06.862809+00:00,Tools used for Anthropometry?,prelims,gen,3436.36,3197,158,groq,n/a
2026-09-01T09:14:31.043024+00:00,Which instrument is used to measure torsion angle?,prelims,gen,2184.99,3451,17,groq,n/a
2026-09-01T09:14:51.071606+00:00,Craniophore is used for?,prelims,gen,2586.26,3429,34,groq,n/a
2026-09-01T09:16:12.429639+00:00,The occurrence of N gene for MNS blood group is found to be higher in?,prelims,gen,1949.33,2236,30,groq,n/a
2026-09-01T09:20:41.775431+00:00,Major types Of Dermatoglyphic patterns found on the fingertips are,prelims,gen,1594.59,3042,22,groq,n/a
2026-09-01T09:34:26.446767+00:00,Polymorphic DNA loci containing repeated sequences of nucleotides are known as:,prelims,gen,12147.86,3295,101,gemini,n/a
2026-09-01T09:34:56.548495+00:00,The first to be discovered and still the most important in blood transfusion is,prelims,gen,9483.45,3130,21,gemini,n/a
2026-09-01T09:35:22.109294+00:00,The universal blood donors for the ABO system is?,prelims,gen,5068.59,2819,43,gemini,n/a
2026-09-01T09:54:22.819554+00:00,Compare the earliest specimens of Vedic Sanskrit literature with early Sangam Ta,prelims,gen,13530.96,3354,304,gemini,n/a
2026-09-01T09:54:44.788698+00:00,"""What was M.N. Srinivas's perspective on the importance of village studies in In",prelims,gen,6148.63,2047,32,gemini,n/a
2026-09-01T09:55:08.400923+00:00,What are the demographic criteria used by the Census of India to define a town v,prelims,gen,8936.15,2035,194,gemini,n/a
